"Prioriteetti","Toimenpide","Peruste","Lähdetiedosto","Nimi sovelluksessa","Nykyinen URL","Ehdotettu URL","HTTP","Virhekoodi"
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","communityLinks.ts","Vantaan Muistiyhdistys ry","https://www.vantaanmuisti.fi/fi/etusivu","https://muistiliitto.fi/muistiyhdistykset/vantaan-muistiyhdistys-ry/etusivu-vantaa/","200",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","communityLinks.ts","Suomen työväenmuseo Werstas","https://www.werstas.fi/","https://www.tyovaenmuseo.fi/","200",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","constants.tsx","X (Twitter)","https://twitter.com/","https://x.com/","200",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","constants.tsx","Google","https://www.google.fi/","https://www.google.com/","200",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","localNewspaperLinks.ts","www.karkkilantienoo.fi","https://www.karkkilantienoo.fi/","https://www.karkkilalainen.fi/","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","localServices.ts","kainuunhyvinvointialue.fi","https://kainuunhyvinvointialue.fi/","https://hyvinvointialue.kainuu.fi/","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","localServices.ts","sata.fi","https://sata.fi/","https://satakunnanhyvinvointialue.fi/","200",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","localServices.ts","sata.fi","https://sata.fi/ajankohtaista/","https://satakunnanhyvinvointialue.fi/ajankohtaista/","200",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","localServices.ts","Helmet-kirjastot","https://www.helmet.fi/","https://helmet.finna.fi/","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","localServices.ts","Oulun joukkoliikenne","https://www.oulunjoukkoliikenne.fi/","https://www.osl.fi/","200",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","localSportsClubs.ts","Esport Oilers","https://www.esportoilers.fi/","https://oilers.fi/","200",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","municipalityWebsiteLocales.ts","www.tyrnava.fi","https://www.tyrnava.fi/en/home.html","https://account.lianacloud.com/?iss=https%3A%2F%2Fauth.lianacloud.com%2F","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","outlook.office365.com","https://outlook.office365.com/owa/calendar/Vantaaaikuisopisto@eduvantaa.onmicrosoft.com/bookings/","https://bookings.cloud.microsoft/book/Vantaaaikuisopisto@eduvantaa.onmicrosoft.com/","200",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.helmet.fi","https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Entressen_kirjasto","https://helmet.finna.fi/OrganisationInfo/Home","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.helmet.fi","https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Haukilahden_kirjasto","https://helmet.finna.fi/OrganisationInfo/Home","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.helmet.fi","https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Ison_Omenan_kirjasto","https://helmet.finna.fi/OrganisationInfo/Home","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.helmet.fi","https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Kalajarven_kirjasto","https://helmet.finna.fi/OrganisationInfo/Home","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.helmet.fi","https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Karhusuon_kirjasto","https://helmet.finna.fi/OrganisationInfo/Home","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.helmet.fi","https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Kauklahden_kirjasto","https://helmet.finna.fi/OrganisationInfo/Home","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.helmet.fi","https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Kauniaisten_kirjasto","https://helmet.finna.fi/OrganisationInfo/Home","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.helmet.fi","https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Laajalahden_kirjasto","https://helmet.finna.fi/OrganisationInfo/Home","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.helmet.fi","https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Laaksolahden_kirjasto","https://helmet.finna.fi/OrganisationInfo/Home","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.helmet.fi","https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Lippulaivan_kirjasto","https://helmet.finna.fi/OrganisationInfo/Home","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.helmet.fi","https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Noykkion_kirjasto","https://helmet.finna.fi/OrganisationInfo/Home","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.helmet.fi","https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Saunalahden_kirjasto","https://helmet.finna.fi/OrganisationInfo/Home","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.helmet.fi","https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Sellon_kirjasto","https://helmet.finna.fi/OrganisationInfo/Home","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.helmet.fi","https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Tapiolan_kirjasto","https://helmet.finna.fi/OrganisationInfo/Home","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.helmet.fi","https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Tikkurilan_kirjasto/Tapahtumat","https://helmet.finna.fi/OrganisationInfo/Home","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.helmet.fi","https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Tikkurilan_kirjasto/Tapahtumat?s=pilviagentti*","https://helmet.finna.fi/OrganisationInfo/Home","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.helmet.fi","https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Viherlaakson_kirjasto","https://helmet.finna.fi/OrganisationInfo/Home","206",""
"6","päivitä ohjaus","Ohjautuu toiseen verkkotunnukseen — päivitä suoraksi","seniorSurfGuidancePlaces.ts","www.maunula.net","https://www.maunula.net/maunula-seura/asukastila-maunulan-mediapaja/","https://kaupunginosat.fi/maunula/","200",""
"7","tarkista käsin","Tekninen virhe: etimedout","communityLinks.ts","Suomen Angelman-yhdistys","https://www.angelman.fi/","","","etimedout"
"7","tarkista käsin","Tekninen virhe: und_err_connect_timeout","communityLinks.ts","Designmuseo","https://www.designmuseo.fi/","","","und_err_connect_timeout"
"7","tarkista käsin","Tekninen virhe: econnreset","communityLinks.ts","Suomen fruktoosi-intolerantikot (HFI)","https://www.hfi.fi/","","","econnreset"
"7","tarkista käsin","Tekninen virhe: err_tls_cert_altname_invalid","communityLinks.ts","Suomen Ehlers-Danlos yhdistys (SEDY)","https://www.sedy.fi/","","","err_tls_cert_altname_invalid"
"7","tarkista käsin","Tekninen virhe: server_error","constants.tsx","Ryhmäteatteri","https://ryhmateatteri.fi/","","502","server_error"
"7","tarkista käsin","Tekninen virhe: timeout","constants.tsx","Lippu.fi","https://www.lippu.fi/","","","timeout"
"7","tarkista käsin","Tekninen virhe: etimedout","constants.tsx","Luontoon.fi","https://www.luontoon.fi/","","","etimedout"
"7","tarkista käsin","Tekninen virhe: etimedout","constants.tsx","Ortodoksinen kirkko","https://www.ort.fi/","","","etimedout"
"7","tarkista käsin","Tekninen virhe: etimedout","constants.tsx","Tjäreborg","https://www.tjareborg.fi/","","","etimedout"
"7","tarkista käsin","Tekninen virhe: etimedout","constants.tsx","Zodiak – Uuden tanssin keskus","https://www.zodiak.fi/","","","etimedout"
"7","tarkista käsin","Tekninen virhe: etimedout","localServices.ts","Härmän Liikenne reittiliikenne","https://harmanliikenne.fi/reittiliikenne/","","","etimedout"
"7","tarkista käsin","Tekninen virhe: unable_to_verify_leaf_signature","localServices.ts","PIKI-kirjastot","https://piki.fi/","","","unable_to_verify_leaf_signature"
"7","tarkista käsin","Tekninen virhe: etimedout","localServiceTransportLinks.ts","Parkano palveluliikenne","https://parkano.fi/palveluliikenne/","","","etimedout"
"7","tarkista käsin","Tekninen virhe: etimedout","localSportsClubs.ts","Porin Ässät","https://assat.com/","","","etimedout"
"7","tarkista käsin","Tekninen virhe: unable_to_verify_leaf_signature","municipalityWebsites.ts","marttila.fi","https://marttila.fi/","","","unable_to_verify_leaf_signature"
"7","tarkista käsin","Tekninen virhe: etimedout","seniorSurfGuidancePlaces.ts","etelasavonha.fi","https://etelasavonha.fi/asiointikanavat/monitoimijakeskus-omatori/","","","etimedout"
"8","tarkista käsin","Sisältöhuomio: empty_page","constants.tsx","Huawei AppGallery","https://appgallery.huawei.com/","","206",""
"8","tarkista käsin","Sisältöhuomio: empty_page","constants.tsx","Retkipaikka","https://retkipaikka.fi/","","200",""
"8","tarkista käsin","Sisältöhuomio: empty_page","constants.tsx","WhatsApp Web","https://web.whatsapp.com/","","200",""
"8","tarkista käsin","Sisältöhuomio: empty_page","constants.tsx","Tulospalvelu.fi","https://www.tulospalvelu.fi/","","206",""
"8","tarkista käsin","Sisältöhuomio: empty_page","localExerciseLinks.ts","www.kuhmoinen.fi","https://www.kuhmoinen.fi/tapahtumat/Liikuntatapahtumat/198%20-%20Tuolijumppa","","200",""
"8","tarkista käsin","Sisältöhuomio: empty_page","localNewspaperLinks.ts","www.tervareitti.fi","https://www.tervareitti.fi/","","206",""
"8","tarkista käsin","Sisältöhuomio: empty_page","localServices.ts","Utsjoen yhteydet","https://exploreutsjoki.fi/yhteydet/","","200",""
"8","tarkista käsin","Sisältöhuomio: empty_page","localServices.ts","Kuhmoisten julkinen liikenne","https://www.kuhmoinen.fi/asuminen%20ja%20ymp%C3%A4rist%C3%B6/kadut%20ja%20liikenne/julkinen%20liikenne/","","200",""
"8","tarkista käsin","Sisältöhuomio: empty_page","localServices.ts","Liikenne Rundgren reitit","https://www.rundgrenoy.fi/","","200",""
"8","tarkista käsin","Sisältöhuomio: empty_page","localSportsClubs.ts","PK Keski-Uusimaa","https://pkku.fi/","","200",""
"8","tarkista käsin","Sisältöhuomio: empty_page","municipalityWebsites.ts","www.kuhmoinen.fi","https://www.kuhmoinen.fi/","","200",""
"8","tarkista käsin","Sisältöhuomio: empty_page","seniorSurfGuidancePlaces.ts","www.kuhmoinen.fi","https://www.kuhmoinen.fi/content/fi/1/373161/Digiopastus.html","","200",""
"8","tarkista käsin","Sisältöhuomio: empty_page","seniorSurfGuidancePlaces.ts","www.vanhustenturva.fi","https://www.vanhustenturva.fi/toimintamme","","200",""
